epoch,accuracy,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.3970000147819519,0.0010000000474974513,3.478783130645752,0.3970000147819519,0.5479999780654907,0.5253124833106995,2.619903802871704,0.5253124833106995,0.7406250238418579
1,0.5272499918937683,0.0010000000474974513,2.1268322467803955,0.5272499918937683,0.7388749718666077,0.5253124833106995,1.7679051160812378,0.5253124833106995,0.7368749976158142
2,0.5272499918937683,0.0010000000474974513,1.7448534965515137,0.5272499918937683,0.7370625138282776,0.5253124833106995,1.6472817659378052,0.5253124833106995,0.734375
3,0.547124981880188,0.0010000000474974513,1.572735071182251,0.547124981880188,0.7411249876022339,0.5993750095367432,1.4860576391220093,0.5993750095367432,0.7724999785423279
4,0.597000002861023,0.0010000000474974513,1.446488618850708,0.597000002861023,0.7685624957084656,0.5971875190734863,1.3848333358764648,0.5971875190734863,0.7728124856948853
5,0.6058124899864197,0.0010000000474974513,1.3733429908752441,0.6058124899864197,0.781000018119812,0.6340625286102295,1.3476080894470215,0.6340625286102295,0.7850000262260437
6,0.6317499876022339,0.0010000000474974513,1.330074667930603,0.6317499876022339,0.7871875166893005,0.635937511920929,1.3042082786560059,0.635937511920929,0.7903125286102295
7,0.6378124952316284,0.0010000000474974513,1.2912964820861816,0.6378124952316284,0.7986249923706055,0.637499988079071,1.258973240852356,0.637499988079071,0.8143749833106995
8,0.6386874914169312,0.0010000000474974513,1.2562177181243896,0.6386874914169312,0.8096874952316284,0.6396874785423279,1.2305023670196533,0.6396874785423279,0.8128125071525574
9,0.6427500247955322,0.0010000000474974513,1.2300537824630737,0.6427500247955322,0.809499979019165,0.6468750238418579,1.2112071514129639,0.6468750238418579,0.8199999928474426
