epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,9.999999747378752e-05,3.6433143615722656,0.468812495470047,0.6202499866485596,3.379859209060669,0.5253124833106995,0.7300000190734863
1,9.999999747378752e-05,2.9052064418792725,0.5272499918937683,0.7371249794960022,2.174355983734131,0.5253124833106995,0.7396875023841858
2,9.999999747378752e-05,1.9151381254196167,0.5272499918937683,0.7394999861717224,1.8175257444381714,0.5253124833106995,0.7446874976158142
3,9.999999747378752e-05,1.7732443809509277,0.5272499918937683,0.7403749823570251,1.7244231700897217,0.5253124833106995,0.7462499737739563
4,9.999999747378752e-05,1.6863150596618652,0.5272499918937683,0.7442499995231628,1.642667531967163,0.5253124833106995,0.7503125071525574
5,9.999999747378752e-05,1.5929421186447144,0.5336250066757202,0.7503125071525574,1.5330612659454346,0.5531250238418579,0.760937511920929
6,9.999999747378752e-05,1.483333706855774,0.5724999904632568,0.7529374957084656,1.431714653968811,0.6290624737739563,0.7615625262260437
7,9.999999747378752e-05,1.4045581817626953,0.6366875171661377,0.7634375095367432,1.3643203973770142,0.6421874761581421,0.7809374928474426
8,9.999999747378752e-05,1.3428640365600586,0.6395000219345093,0.7889999747276306,1.3003886938095093,0.6384375095367432,0.7965624928474426
9,9.999999747378752e-05,1.2913165092468262,0.6422500014305115,0.8006874918937683,1.2613619565963745,0.6415625214576721,0.8037499785423279
10,9.999999747378752e-05,1.2642393112182617,0.6443750262260437,0.8073124885559082,1.2384133338928223,0.6434375047683716,0.807812511920929
11,9.999999747378752e-05,1.247719407081604,0.6460624933242798,0.8100625276565552,1.219576358795166,0.6487500071525574,0.8178125023841858
12,9.999999747378752e-05,1.2291851043701172,0.6475625038146973,0.8148750066757202,1.2067110538482666,0.6521875262260437,0.8237500190734863
13,9.999999747378752e-05,1.2189819812774658,0.6468750238418579,0.8143125176429749,1.2028716802597046,0.6512500047683716,0.8212500214576721
14,9.999999747378752e-05,1.2067363262176514,0.6473125219345093,0.8148124814033508,1.2025047540664673,0.6518750190734863,0.8218749761581421
15,9.999999747378752e-05,1.202920913696289,0.6476874947547913,0.8139374852180481,1.194870114326477,0.6440625190734863,0.8190624713897705
16,9.999999747378752e-05,1.2000107765197754,0.6489999890327454,0.8141250014305115,1.1864084005355835,0.6537500023841858,0.8212500214576721
17,9.999999747378752e-05,1.1949092149734497,0.6491875052452087,0.8133124709129333,1.1822839975357056,0.6524999737739563,0.8199999928474426
18,9.999999747378752e-05,1.187214732170105,0.6499375104904175,0.8137500286102295,1.1781009435653687,0.6524999737739563,0.8203125
19,9.999999747378752e-05,1.1853642463684082,0.6524375081062317,0.8156874775886536,1.1743075847625732,0.653124988079071,0.8209375143051147
