epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,2.1656363010406494,0.5132499933242798,0.706125020980835,1.3902233839035034,0.598437488079071,0.7831249833106995
1,0.0010000000474974513,1.3387385606765747,0.6306250095367432,0.7894999980926514,1.2629199028015137,0.6371874809265137,0.8059375286102295
2,0.0010000000474974513,1.2401628494262695,0.640250027179718,0.8070625066757202,1.2169215679168701,0.6421874761581421,0.8121874928474426
3,0.0010000000474974513,1.195815920829773,0.6526250243186951,0.8191875219345093,1.1682062149047852,0.6509374976158142,0.8237500190734863
4,0.0010000000474974513,1.1332807540893555,0.6667500138282776,0.8386250138282776,1.0971057415008545,0.6700000166893005,0.8478124737739563
5,0.0010000000474974513,1.0866222381591797,0.6816250085830688,0.8474375009536743,1.0662797689437866,0.6875,0.8553125262260437
6,0.0010000000474974513,1.0533759593963623,0.6902499794960022,0.8530625104904175,1.0476469993591309,0.6934375166893005,0.8571875095367432
7,0.0010000000474974513,1.0275810956954956,0.6978750228881836,0.8612499833106995,1.0222926139831543,0.6987500190734863,0.8628125190734863
8,0.0010000000474974513,1.0061211585998535,0.7036874890327454,0.8682500123977661,1.0307166576385498,0.6996874809265137,0.8690624833106995
9,0.0010000000474974513,1.0335029363632202,0.6963750123977661,0.8661249876022339,1.0620180368423462,0.6821874976158142,0.859375
10,0.0010000000474974513,1.024306297302246,0.7003750205039978,0.8667500019073486,1.0167741775512695,0.7037500143051147,0.8615624904632568
11,0.0010000000474974513,0.992776095867157,0.7107499837875366,0.8721250295639038,1.0022904872894287,0.7043750286102295,0.870312511920929
12,0.0010000000474974513,0.9698648452758789,0.7146250009536743,0.8754374980926514,0.985192060470581,0.7109375,0.8728125095367432
13,0.0010000000474974513,0.9470550417900085,0.7225624918937683,0.878250002861023,0.959402322769165,0.7174999713897705,0.8756250143051147
14,0.0010000000474974513,0.9261106848716736,0.7289375066757202,0.8821874856948853,0.94855135679245,0.7225000262260437,0.879687488079071
15,0.0010000000474974513,0.9086354970932007,0.7328125238418579,0.8861874938011169,0.9378669857978821,0.7306249737739563,0.8799999952316284
16,0.0010000000474974513,0.8934393525123596,0.7409374713897705,0.8876875042915344,0.9300645589828491,0.7309374809265137,0.8831250071525574
17,0.0010000000474974513,0.8769360184669495,0.7444999814033508,0.8913750052452087,0.9163720607757568,0.7318750023841858,0.8849999904632568
18,0.0010000000474974513,0.8629055023193359,0.7465000152587891,0.8950625061988831,0.9396337866783142,0.7293750047683716,0.8762500286102295
19,0.0010000000474974513,0.9147738218307495,0.7260624766349792,0.8844375014305115,0.9848365187644958,0.7118750214576721,0.8662499785423279
