epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,2.201333522796631,0.5106250047683716,0.6991875171661377,1.4670121669769287,0.5971875190734863,0.793749988079071
1,0.0010000000474974513,1.345249056816101,0.6216250061988831,0.7983750104904175,1.2479439973831177,0.6384375095367432,0.8140624761581421
2,0.0010000000474974513,1.2273952960968018,0.6474375128746033,0.8131874799728394,1.1800025701522827,0.6590625047683716,0.8224999904632568
3,0.0010000000474974513,1.1775091886520386,0.6679375171661377,0.8231874704360962,1.1514537334442139,0.6743749976158142,0.8349999785423279
4,0.0010000000474974513,1.1188527345657349,0.6840000152587891,0.8409374952316284,1.0666990280151367,0.7028124928474426,0.8587499856948853
5,0.0010000000474974513,1.0496400594711304,0.7038124799728394,0.8574374914169312,1.0281879901885986,0.7109375,0.8696874976158142
6,0.0010000000474974513,0.9945786595344543,0.7220625281333923,0.8742499947547913,0.9198041558265686,0.7524999976158142,0.8959375023841858
7,0.0010000000474974513,0.9556000232696533,0.7369999885559082,0.8845000267028809,0.9504193663597107,0.7387499809265137,0.8928124904632568
8,0.0010000000474974513,0.9574630260467529,0.7333124876022339,0.8855624794960022,0.9317046403884888,0.746874988079071,0.8959375023841858
9,0.0010000000474974513,0.9287408590316772,0.7440000176429749,0.8906875252723694,0.9058361649513245,0.7549999952316284,0.8978124856948853
10,0.0010000000474974513,0.9018428325653076,0.7524999976158142,0.8976874947547913,0.8828566670417786,0.7584375143051147,0.9009374976158142
11,0.0010000000474974513,0.8725461959838867,0.7634999752044678,0.8998125195503235,0.8625608086585999,0.7690625190734863,0.9024999737739563
12,0.0010000000474974513,0.8467786908149719,0.7697499990463257,0.9047499895095825,0.8403135538101196,0.7793750166893005,0.9034374952316284
13,0.0010000000474974513,0.8185125589370728,0.7786250114440918,0.9128749966621399,0.858475923538208,0.7631250023841858,0.9046875238418579
14,0.0010000000474974513,0.8781015872955322,0.7531874775886536,0.8988749980926514,0.9335468411445618,0.7325000166893005,0.8921874761581421
15,0.0010000000474974513,0.9051576852798462,0.7442499995231628,0.8933749794960022,0.9270785450935364,0.7368749976158142,0.8909375071525574
16,0.0010000000474974513,0.8850349187850952,0.7529374957084656,0.8964375257492065,0.911507785320282,0.7415624856948853,0.8928124904632568
17,0.0010000000474974513,0.8655392527580261,0.7567499876022339,0.901437520980835,0.9072554707527161,0.7434375286102295,0.8909375071525574
18,0.0005000000237487257,0.8416728377342224,0.7627500295639038,0.9054375290870667,0.8919255137443542,0.7643749713897705,0.8934375047683716
19,0.0005000000237487257,0.8230496048927307,0.7698749899864197,0.9104375243186951,0.8790733218193054,0.7643749713897705,0.8949999809265137
