epoch,accuracy,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.39375001192092896,0.0010000000474974513,3.575533151626587,0.39375001192092896,0.5341249704360962,0.5253124833106995,2.994081497192383,0.5253124833106995,0.7471874952316284
1,0.5272499918937683,0.0010000000474974513,2.487325429916382,0.5272499918937683,0.7461249828338623,0.5253124833106995,1.8592077493667603,0.5253124833106995,0.7434375286102295
2,0.5272499918937683,0.0010000000474974513,1.7928767204284668,0.5272499918937683,0.7430624961853027,0.5253124833106995,1.7393364906311035,0.5253124833106995,0.7425000071525574
3,0.5273125171661377,0.0010000000474974513,1.6819074153900146,0.5273125171661377,0.7505624890327454,0.5393750071525574,1.569360613822937,0.5393750071525574,0.7549999952316284
4,0.5724999904632568,0.0010000000474974513,1.5195279121398926,0.5724999904632568,0.7512500286102295,0.5971875190734863,1.45488703250885,0.5971875190734863,0.7459375262260437
5,0.5963125228881836,0.0010000000474974513,1.4274522066116333,0.5963125228881836,0.7505624890327454,0.5971875190734863,1.3855178356170654,0.5971875190734863,0.7799999713897705
6,0.601437509059906,0.0010000000474974513,1.3662649393081665,0.601437509059906,0.7855625152587891,0.6378124952316284,1.3277251720428467,0.6378124952316284,0.7884374856948853
7,0.629812479019165,0.0010000000474974513,1.3206120729446411,0.629812479019165,0.7848125100135803,0.6287500262260437,1.2980633974075317,0.6287500262260437,0.8003125190734863
8,0.6300625205039978,0.0010000000474974513,1.2860199213027954,0.6300625205039978,0.8006874918937683,0.6362500190734863,1.254074215888977,0.6362500190734863,0.8131250143051147
9,0.6383749842643738,0.0010000000474974513,1.251820683479309,0.6383749842643738,0.8103125095367432,0.6387500166893005,1.232831597328186,0.6387500166893005,0.8115624785423279
10,0.6390625238418579,0.0010000000474974513,1.2314008474349976,0.6390625238418579,0.8115624785423279,0.6446874737739563,1.212723970413208,0.6446874737739563,0.815625011920929
11,0.6476874947547913,0.0010000000474974513,1.2130295038223267,0.6476874947547913,0.8115000128746033,0.6503124833106995,1.1977174282073975,0.6503124833106995,0.8178125023841858
12,0.6553750038146973,0.0010000000474974513,1.1950757503509521,0.6553750038146973,0.8172500133514404,0.6518750190734863,1.183903455734253,0.6518750190734863,0.8237500190734863
13,0.6533750295639038,0.0010000000474974513,1.1797003746032715,0.6533750295639038,0.8240000009536743,0.6659374833106995,1.1650772094726562,0.6659374833106995,0.8309375047683716
14,0.6713749766349792,0.0010000000474974513,1.1607633829116821,0.6713749766349792,0.8298125267028809,0.6790624856948853,1.1451025009155273,0.6790624856948853,0.8359375
15,0.6788750290870667,0.0010000000474974513,1.1355304718017578,0.6788750290870667,0.8398125171661377,0.6837499737739563,1.118929386138916,0.6837499737739563,0.8493750095367432
16,0.6903749704360962,0.0010000000474974513,1.10624098777771,0.6903749704360962,0.8500624895095825,0.7034375071525574,1.0876601934432983,0.7034375071525574,0.8537499904632568
17,0.7039999961853027,0.0010000000474974513,1.0733457803726196,0.7039999961853027,0.8575624823570251,0.7099999785423279,1.0520340204238892,0.7099999785423279,0.8671875
18,0.7168124914169312,0.0010000000474974513,1.0371758937835693,0.7168124914169312,0.8706874847412109,0.7268750071525574,1.014176607131958,0.7268750071525574,0.8815624713897705
19,0.7339375019073486,0.0010000000474974513,0.9974561929702759,0.7339375019073486,0.8804374933242798,0.7450000047683716,0.9754267334938049,0.7450000047683716,0.8868749737739563
