RNN_type,learning_rate,latent_dim,epochs,dropout_rate,batch_size,val_loss,best_val_sparse_categorical_accuracy,best_val_sparse_top_k_categorical_accuracy,best_val_accuracy
GRU,0.01,256,49,0.2,4096,0.1795586198568344,0.9490078091621399,0.9940063953399658,0.9490078091621399
GRU,0.02,128,47,0.2,4096,0.19676393270492554,0.9437893629074097,0.993245542049408,0.9437893629074097
GRU,0.01,128,17,0.2,4096,0.20563776791095734,0.9429164528846741,0.9924203157424927,0.9429164528846741
GRU,0.02,256,5,0.2,4096,11.208081245422363,0.15708953142166138,0.3081150949001312,0.15708953142166138
