epoch,accuracy,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.8280539512634277,0.009999999776482582,0.6345759630203247,0.8280539512634277,0.9365015625953674,0.9195549488067627,0.3079293370246887,0.9195549488067627,0.9866652488708496
1,0.9228529930114746,0.009999999776482582,0.2920844852924347,0.9228529930114746,0.9877399802207947,0.9274911880493164,0.274097204208374,0.9274911880493164,0.9885267615318298
2,0.9308963418006897,0.009999999776482582,0.25757908821105957,0.9308963418006897,0.9897593855857849,0.9343731999397278,0.24536828696727753,0.9343731999397278,0.9901605248451233
3,0.9363973736763,0.009999999776482582,0.23466472327709198,0.9363973736763,0.9910008311271667,0.9362896084785461,0.2357621192932129,0.9362896084785461,0.9907031059265137
4,0.9378418326377869,0.009999999776482582,0.22750113904476166,0.9378418326377869,0.9913149476051331,0.938101053237915,0.22780586779117584,0.938101053237915,0.9912146925926208
5,0.9400661587715149,0.009999999776482582,0.21802935004234314,0.9400661587715149,0.9917945861816406,0.9388618469238281,0.2230582982301712,0.9388618469238281,0.9914376735687256
6,0.9414170384407043,0.009999999776482582,0.21203669905662537,0.9414170384407043,0.9921370148658752,0.939811110496521,0.21941059827804565,0.939811110496521,0.9915509819984436
7,0.9426817297935486,0.009999999776482582,0.20654724538326263,0.9426817297935486,0.9924409985542297,0.9404288530349731,0.2162589728832245,0.9404288530349731,0.9917179346084595
8,0.9439802169799805,0.009999999776482582,0.20093794167041779,0.9439802169799805,0.9927303194999695,0.9408998489379883,0.2137269228696823,0.9408998489379883,0.9918622374534607
9,0.9447704553604126,0.009999999776482582,0.19787463545799255,0.9447704553604126,0.9929041266441345,0.9413947463035583,0.21307598054409027,0.9413947463035583,0.9918705821037292
10,0.9450324773788452,0.009999999776482582,0.19653193652629852,0.9450324773788452,0.9930000901222229,0.941457986831665,0.2120010107755661,0.941457986831665,0.9919862747192383
11,0.9456107020378113,0.009999999776482582,0.19457314908504486,0.9456107020378113,0.9930904507637024,0.9412516951560974,0.2143973559141159,0.9412516951560974,0.9917012453079224
12,0.9456459283828735,0.009999999776482582,0.19363339245319366,0.9456459283828735,0.9931475520133972,0.9405444860458374,0.21563255786895752,0.9405444860458374,0.9918109774589539
13,0.9446128606796265,0.009999999776482582,0.1973988562822342,0.9446128606796265,0.9929616451263428,0.9403536915779114,0.21558140218257904,0.9403536915779114,0.9917907118797302
14,0.9457179307937622,0.009999999776482582,0.1932673454284668,0.9457179307937622,0.9931785464286804,0.9408819675445557,0.21474894881248474,0.9408819675445557,0.9918658137321472
15,0.9469234347343445,0.009999999776482582,0.18883036077022552,0.9469234347343445,0.9933963418006897,0.9409273266792297,0.21403788030147552,0.9409273266792297,0.9919862747192383
16,0.9496285319328308,0.004999999888241291,0.17860475182533264,0.9496285319328308,0.9938852787017822,0.9429677128791809,0.2061791867017746,0.9429677128791809,0.9923809766769409
17,0.9505603313446045,0.004999999888241291,0.17512083053588867,0.9505603313446045,0.994064450263977,0.9429164528846741,0.20563776791095734,0.9429164528846741,0.9924203157424927
18,0.9509033560752869,0.004999999888241291,0.17365916073322296,0.9509033560752869,0.9941376447677612,0.9423118233680725,0.20926235616207123,0.9423118233680725,0.9922497868537903
19,0.9508693814277649,0.004999999888241291,0.17366163432598114,0.9508693814277649,0.994146466255188,0.9425550699234009,0.20842504501342773,0.9425550699234009,0.9922438263893127
20,0.9512912034988403,0.004999999888241291,0.1722799837589264,0.9512912034988403,0.9941965341567993,0.9425288438796997,0.20837387442588806,0.9425288438796997,0.9921770691871643
21,0.951626181602478,0.004999999888241291,0.1710934042930603,0.951626181602478,0.9942427277565002,0.9426552653312683,0.20857445895671844,0.9426552653312683,0.9922342896461487
22,0.9517609477043152,0.004999999888241291,0.1703660935163498,0.9517609477043152,0.9943086504936218,0.9423750042915344,0.2100856751203537,0.9423750042915344,0.9921830296516418
23,0.9529507756233215,0.0024999999441206455,0.16589213907718658,0.9529507756233215,0.9944742321968079,0.9432181119918823,0.20603123307228088,0.9432181119918823,0.9923535585403442
24,0.9533956050872803,0.0024999999441206455,0.1642603725194931,0.9533956050872803,0.9945411682128906,0.9431203603744507,0.2062777578830719,0.9431203603744507,0.9924083948135376
25,0.9532582759857178,0.0024999999441206455,0.16468384861946106,0.9532582759857178,0.994546115398407,0.9427005648612976,0.20797260105609894,0.9427005648612976,0.9922808408737183
26,0.9535528421401978,0.0024999999441206455,0.16379283368587494,0.9535528421401978,0.9945608377456665,0.9426481127738953,0.2082333266735077,0.9426481127738953,0.9922748804092407
27,0.953396201133728,0.0024999999441206455,0.1641893982887268,0.953396201133728,0.9945670962333679,0.9421854019165039,0.20950254797935486,0.9421854019165039,0.992204487323761
