epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,2.2773938179016113,0.5060625076293945,0.6913750171661377,1.5019148588180542,0.5971875190734863,0.7778124809265137
1,0.0010000000474974513,1.3582149744033813,0.6203749775886536,0.7939375042915344,1.256127119064331,0.6387500166893005,0.8159375190734863
2,0.0010000000474974513,1.2251466512680054,0.6512500047683716,0.8156874775886536,1.1788029670715332,0.6503124833106995,0.8359375
3,0.0010000000474974513,1.128197193145752,0.6810625195503235,0.8454375267028809,1.058111548423767,0.7084375023841858,0.8690624833106995
4,0.0010000000474974513,0.9870598912239075,0.7319999933242798,0.8833125233650208,0.8945927619934082,0.7709375023841858,0.9012500047683716
5,0.0010000000474974513,0.8140245079994202,0.7850000262260437,0.918874979019165,0.7465808987617493,0.8012499809265137,0.9296875
6,0.0010000000474974513,0.6813889145851135,0.8228750228881836,0.9391250014305115,0.6241451501846313,0.8415625095367432,0.9453125
7,0.0010000000474974513,0.5779790282249451,0.8543750047683716,0.9518749713897705,0.5594382286071777,0.8571875095367432,0.9521874785423279
8,0.0010000000474974513,0.5137028098106384,0.8688750267028809,0.9601250290870667,0.5135489106178284,0.8731250166893005,0.9593750238418579
9,0.0010000000474974513,0.4600883722305298,0.8845624923706055,0.9662500023841858,0.487779438495636,0.8787500262260437,0.9634374976158142
10,0.0010000000474974513,0.42643314599990845,0.8912500143051147,0.9713749885559082,0.47432786226272583,0.8834375143051147,0.9662500023841858
11,0.0010000000474974513,0.3946039378643036,0.8999999761581421,0.9753124713897705,0.4570213556289673,0.8887500166893005,0.9703124761581421
12,0.0010000000474974513,0.3761832118034363,0.9039375185966492,0.9777500033378601,0.4521419405937195,0.890625,0.9715625047683716
13,0.0010000000474974513,0.3510597050189972,0.909375011920929,0.9814375042915344,0.4292703866958618,0.895312488079071,0.9756249785423279
14,0.0010000000474974513,0.338541716337204,0.9106875061988831,0.9828749895095825,0.43284499645233154,0.8940625190734863,0.9753124713897705
15,0.0010000000474974513,0.330200731754303,0.9130625128746033,0.9844375252723694,0.4363248944282532,0.8943750262260437,0.9728124737739563
16,0.0010000000474974513,0.32450395822525024,0.9135624766349792,0.9852499961853027,0.4448438286781311,0.8915625214576721,0.9731249809265137
17,0.0010000000474974513,0.30624398589134216,0.9181249737739563,0.9878125190734863,0.4196356236934662,0.8965625166893005,0.9753124713897705
18,0.0010000000474974513,0.2843298614025116,0.9259374737739563,0.9881874918937683,0.418670654296875,0.895312488079071,0.9759374856948853
19,0.0010000000474974513,0.26712238788604736,0.9293749928474426,0.9894375205039978,0.4177227318286896,0.8943750262260437,0.9753124713897705
