epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,9.999999747378752e-05,3.768805742263794,0.4675624966621399,0.5776875019073486,3.730991840362549,0.5325000286102295,0.6293749809265137
1,9.999999747378752e-05,3.6927988529205322,0.5297499895095825,0.6467499732971191,3.6417136192321777,0.5253124833106995,0.6706249713897705
2,9.999999747378752e-05,3.5863242149353027,0.5272499918937683,0.6747499704360962,3.5113351345062256,0.5253124833106995,0.6893749833106995
3,9.999999747378752e-05,3.429117202758789,0.5272499918937683,0.6890000104904175,3.3190295696258545,0.5253124833106995,0.6971874833106995
4,9.999999747378752e-05,3.1988461017608643,0.5272499918937683,0.6966875195503235,3.042133092880249,0.5253124833106995,0.6968749761581421
5,9.999999747378752e-05,2.8798770904541016,0.5272499918937683,0.6988124847412109,2.6753969192504883,0.5253124833106995,0.698437511920929
6,9.999999747378752e-05,2.4945178031921387,0.5272499918937683,0.7011874914169312,2.2976861000061035,0.5253124833106995,0.6949999928474426
7,9.999999747378752e-05,2.1649835109710693,0.5272499918937683,0.7071250081062317,2.045562982559204,0.5253124833106995,0.7146875262260437
8,9.999999747378752e-05,1.9743870496749878,0.5272499918937683,0.7227500081062317,1.915531039237976,0.5253124833106995,0.7240625023841858
9,9.999999747378752e-05,1.87545645236969,0.5272499918937683,0.7319999933242798,1.8452011346817017,0.5253124833106995,0.7306249737739563
10,9.999999747378752e-05,1.8194053173065186,0.5272499918937683,0.7363749742507935,1.8012900352478027,0.5253124833106995,0.7415624856948853
11,9.999999747378752e-05,1.7814853191375732,0.5272499918937683,0.742437481880188,1.768661618232727,0.5253124833106995,0.7459375262260437
12,9.999999747378752e-05,1.7518198490142822,0.5272499918937683,0.7434375286102295,1.740443468093872,0.5253124833106995,0.7459375262260437
13,9.999999747378752e-05,1.7249361276626587,0.5272499918937683,0.745312511920929,1.7141343355178833,0.5253124833106995,0.7471874952316284
14,9.999999747378752e-05,1.699347972869873,0.5272499918937683,0.7512500286102295,1.6888219118118286,0.5253124833106995,0.7534375190734863
15,9.999999747378752e-05,1.6748106479644775,0.5272499918937683,0.753125011920929,1.6641311645507812,0.5253124833106995,0.7599999904632568
16,9.999999747378752e-05,1.6509627103805542,0.5272499918937683,0.7557500004768372,1.6398659944534302,0.5253124833106995,0.760937511920929
17,9.999999747378752e-05,1.6266932487487793,0.5272499918937683,0.7538124918937683,1.615946650505066,0.5253124833106995,0.7574999928474426
18,9.999999747378752e-05,1.6039509773254395,0.5273125171661377,0.7549375295639038,1.59248948097229,0.5253124833106995,0.7565624713897705
19,9.999999747378752e-05,1.5803066492080688,0.5274999737739563,0.7509375214576721,1.5695719718933105,0.5253124833106995,0.7518749833106995
