epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,3.1865286827087402,0.4934999942779541,0.6208750009536743,2.12391996383667,0.5253124833106995,0.7056249976158142
1,0.0010000000474974513,1.834418773651123,0.5272499918937683,0.7197499871253967,1.6783299446105957,0.5253124833106995,0.7362499833106995
2,0.0010000000474974513,1.5663014650344849,0.5539374947547913,0.7380625009536743,1.4506241083145142,0.6028125286102295,0.7621874809265137
3,0.0010000000474974513,1.4064137935638428,0.6266250014305115,0.7729374766349792,1.3537852764129639,0.637499988079071,0.7887499928474426
4,0.0010000000474974513,1.3349794149398804,0.635812520980835,0.7922499775886536,1.298840045928955,0.6353124976158142,0.8006250262260437
5,0.0010000000474974513,1.2922435998916626,0.6368749737739563,0.8002499938011169,1.2663217782974243,0.637499988079071,0.8062499761581421
6,0.0010000000474974513,1.2627058029174805,0.6386250257492065,0.8035625219345093,1.242862582206726,0.6387500166893005,0.8090624809265137
7,0.0010000000474974513,1.2403420209884644,0.6408125162124634,0.8093125224113464,1.2237215042114258,0.6424999833106995,0.8112499713897705
8,0.0010000000474974513,1.221330165863037,0.6472499966621399,0.8101249933242798,1.204430341720581,0.6509374976158142,0.8143749833106995
9,0.0010000000474974513,1.2002092599868774,0.6546875238418579,0.8142499923706055,1.181087613105774,0.6631249785423279,0.8187500238418579
10,0.0010000000474974513,1.1748859882354736,0.6671249866485596,0.820437490940094,1.1522842645645142,0.6790624856948853,0.8265625238418579
11,0.0010000000474974513,1.1450382471084595,0.6771249771118164,0.8351250290870667,1.1182233095169067,0.6915624737739563,0.8415625095367432
12,0.0010000000474974513,1.1117442846298218,0.6875,0.8464375138282776,1.084263801574707,0.7003124952316284,0.856249988079071
13,0.0010000000474974513,1.0751169919967651,0.7006250023841858,0.8598124980926514,1.048630714416504,0.7096874713897705,0.8693749904632568
14,0.0010000000474974513,1.037166714668274,0.7089999914169312,0.8706250190734863,1.0119836330413818,0.7181249856948853,0.8799999952316284
15,0.0010000000474974513,1.0021339654922485,0.7216874957084656,0.8812500238418579,0.9743254780769348,0.7281249761581421,0.8896874785423279
16,0.0010000000474974513,0.965788722038269,0.7323750257492065,0.8896250128746033,0.9358360171318054,0.7421875,0.9009374976158142
17,0.0010000000474974513,0.9293261766433716,0.742562472820282,0.8968124985694885,0.8968761563301086,0.7534375190734863,0.9115625023841858
18,0.0010000000474974513,0.8892044425010681,0.7554374933242798,0.9050624966621399,0.8598703145980835,0.7659375071525574,0.9143750071525574
19,0.0010000000474974513,0.852821409702301,0.7668750286102295,0.9115625023841858,0.8236722350120544,0.7821875214576721,0.9206249713897705
