epoch,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.0010000000474974513,2.822601795196533,0.4934374988079071,0.6732500195503235,1.7744572162628174,0.5253124833106995,0.7368749976158142
1,0.0010000000474974513,1.6191420555114746,0.5565624833106995,0.7441874742507935,1.4446994066238403,0.5971875190734863,0.7799999713897705
2,0.0010000000474974513,1.3885447978973389,0.6201249957084656,0.7829375267028809,1.3322949409484863,0.6306250095367432,0.7915624976158142
3,0.0010000000474974513,1.3084838390350342,0.6357499957084656,0.7976874709129333,1.2754215002059937,0.6378124952316284,0.8037499785423279
4,0.0010000000474974513,1.265882968902588,0.6387500166893005,0.8036249876022339,1.2432194948196411,0.6399999856948853,0.809374988079071
5,0.0010000000474974513,1.2427384853363037,0.640625,0.8086875081062317,1.222992181777954,0.6403124928474426,0.8115624785423279
6,0.0010000000474974513,1.2246284484863281,0.6441875100135803,0.8111875057220459,1.207563042640686,0.6412500143051147,0.8140624761581421
7,0.0010000000474974513,1.206005573272705,0.648687481880188,0.8141875267028809,1.1893824338912964,0.6493750214576721,0.8193749785423279
8,0.0010000000474974513,1.1857296228408813,0.6535624861717224,0.8221874833106995,1.1686173677444458,0.6499999761581421,0.8315625190734863
9,0.0010000000474974513,1.164115309715271,0.6560624837875366,0.8331249952316284,1.1522626876831055,0.6543750166893005,0.8403124809265137
10,0.0010000000474974513,1.1480807065963745,0.6589999794960022,0.8382499814033508,1.13766610622406,0.6549999713897705,0.84375
11,0.0010000000474974513,1.1320703029632568,0.6607499718666077,0.8410624861717224,1.1235276460647583,0.6596875190734863,0.846875011920929
12,0.0010000000474974513,1.1142759323120117,0.6640625,0.8448125123977661,1.1077473163604736,0.6659374833106995,0.8490625023841858
13,0.0010000000474974513,1.0978331565856934,0.6669999957084656,0.8485000133514404,1.0953327417373657,0.6715624928474426,0.8540624976158142
14,0.0010000000474974513,1.0857906341552734,0.6704375147819519,0.8538125157356262,1.0833079814910889,0.6725000143051147,0.8575000166893005
15,0.0010000000474974513,1.0733528137207031,0.6759374737739563,0.8559374809265137,1.0733096599578857,0.6778125166893005,0.8606250286102295
16,0.0010000000474974513,1.0625896453857422,0.6788125038146973,0.8581249713897705,1.0657973289489746,0.6800000071525574,0.8621875047683716
17,0.0010000000474974513,1.0529756546020508,0.6808124780654907,0.8609374761581421,1.0588184595108032,0.6834375262260437,0.862500011920929
18,0.0010000000474974513,1.0435901880264282,0.6834375262260437,0.8648750185966492,1.0526726245880127,0.6840624809265137,0.8653125166893005
19,0.0010000000474974513,1.0356059074401855,0.6864374876022339,0.8649374842643738,1.0425478219985962,0.6859375238418579,0.8659374713897705
