epoch,accuracy,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.8304293751716614,0.004999999888241291,0.655803918838501,0.8304293751716614,0.9334149956703186,0.9152531027793884,0.3354337513446808,0.9152531027793884,0.9840281009674072
1,0.9230106472969055,0.004999999888241291,0.2999255359172821,0.9230106472969055,0.9864687323570251,0.9283468723297119,0.2710689306259155,0.9283468723297119,0.9889968633651733
2,0.9307368993759155,0.004999999888241291,0.26039817929267883,0.9307368993759155,0.9893425107002258,0.9317593574523926,0.2527677118778229,0.9317593574523926,0.9899374842643738
3,0.9338906407356262,0.004999999888241291,0.24477355182170868,0.9338906407356262,0.990303099155426,0.9337406158447266,0.24522480368614197,0.9337406158447266,0.9901999831199646
4,0.9356150031089783,0.004999999888241291,0.23678013682365417,0.9356150031089783,0.9908656477928162,0.9359124898910522,0.2382441908121109,0.9359124898910522,0.9905062317848206
5,0.9374287724494934,0.004999999888241291,0.22804571688175201,0.9374287724494934,0.9912875294685364,0.9366718530654907,0.23167836666107178,0.9366718530654907,0.9911062717437744
6,0.9390243887901306,0.004999999888241291,0.22174283862113953,0.9390243887901306,0.9916775226593018,0.9366499781608582,0.23338207602500916,0.9366499781608582,0.990890622138977
7,0.9398730993270874,0.004999999888241291,0.2182765007019043,0.9398730993270874,0.9919300079345703,0.9370906352996826,0.22936230897903442,0.9370906352996826,0.9910562634468079
8,0.9407724738121033,0.004999999888241291,0.21417738497257233,0.9407724738121033,0.9921000003814697,0.9376000165939331,0.22842468321323395,0.9376000165939331,0.9912062287330627
9,0.9418293833732605,0.004999999888241291,0.20972514152526855,0.9418293833732605,0.99237060546875,0.9391499757766724,0.2225828319787979,0.9391499757766724,0.9916406273841858
10,0.9424562454223633,0.004999999888241291,0.20648814737796783,0.9424562454223633,0.9925693869590759,0.9382656216621399,0.22554181516170502,0.9382656216621399,0.9914968609809875
11,0.9428037405014038,0.004999999888241291,0.20519234240055084,0.9428037405014038,0.9926862716674805,0.9384375214576721,0.22670307755470276,0.9384375214576721,0.991071879863739
12,0.9449424743652344,0.004999999888241291,0.196819469332695,0.9449424743652344,0.9931181073188782,0.9412781000137329,0.21691733598709106,0.9412781000137329,0.9918875098228455
13,0.9472000002861023,0.004999999888241291,0.1876421868801117,0.9472000002861023,0.9936649799346924,0.9413874745368958,0.21480385959148407,0.9413874745368958,0.992103099822998
14,0.9483399987220764,0.004999999888241291,0.18300823867321014,0.9483399987220764,0.9938099980354309,0.9417155981063843,0.21322765946388245,0.9417155981063843,0.9921749830245972
15,0.9495956301689148,0.004999999888241291,0.17818278074264526,0.9495956301689148,0.9941137433052063,0.9419468641281128,0.2136925756931305,0.9419468641281128,0.9921875
16,0.9503331184387207,0.004999999888241291,0.17476539313793182,0.9503331184387207,0.9943012595176697,0.9423656463623047,0.21282683312892914,0.9423656463623047,0.9920750260353088
17,0.9508618712425232,0.004999999888241291,0.17236967384815216,0.9508618712425232,0.9944356083869934,0.941462516784668,0.21778732538223267,0.941462516784668,0.9920031428337097
18,0.9510062336921692,0.004999999888241291,0.17178981006145477,0.9510062336921692,0.9944193959236145,0.9415343999862671,0.215547114610672,0.9415343999862671,0.9921749830245972
19,0.9515118598937988,0.004999999888241291,0.16952434182167053,0.9515118598937988,0.9945868849754333,0.9411687254905701,0.21662278473377228,0.9411687254905701,0.9919906258583069
20,0.9516574740409851,0.004999999888241291,0.1691143810749054,0.9516574740409851,0.9946081042289734,0.941184401512146,0.21743713319301605,0.941184401512146,0.9921281337738037
21,0.9516500234603882,0.004999999888241291,0.16811677813529968,0.9516500234603882,0.9946918487548828,0.9409781098365784,0.2181459665298462,0.9409781098365784,0.9920125007629395
22,0.9553237557411194,0.0024999999441206455,0.1555328071117401,0.9553237557411194,0.9952418804168701,0.9429031014442444,0.21228432655334473,0.9429031014442444,0.9922500252723694
23,0.957328736782074,0.0024999999441206455,0.14783190190792084,0.957328736782074,0.9955556392669678,0.9428281188011169,0.21280133724212646,0.9428281188011169,0.9922531247138977
24,0.9582043886184692,0.0024999999441206455,0.14456608891487122,0.9582043886184692,0.9956781268119812,0.9424375295639038,0.216003879904747,0.9424375295639038,0.9921500086784363
25,0.9588968753814697,0.0024999999441206455,0.14220711588859558,0.9588968753814697,0.9957756400108337,0.9425437450408936,0.21805624663829803,0.9425437450408936,0.9919156432151794
26,0.9590962529182434,0.0024999999441206455,0.14144235849380493,0.9590962529182434,0.9958006143569946,0.9423343539237976,0.21889013051986694,0.9423343539237976,0.9919250011444092
27,0.9592206478118896,0.0024999999441206455,0.14082010090351105,0.9592206478118896,0.9958612322807312,0.9416812658309937,0.22070848941802979,0.9416812658309937,0.9918406009674072
28,0.9610506296157837,0.0012499999720603228,0.13438835740089417,0.9610506296157837,0.9960562586784363,0.9423593878746033,0.21876320242881775,0.9423593878746033,0.9921062588691711
29,0.9620587229728699,0.0012499999720603228,0.13084235787391663,0.9620587229728699,0.9962343573570251,0.9423499703407288,0.2202000766992569,0.9423499703407288,0.9920374751091003
