epoch,accuracy,learning_rate,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,val_accuracy,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy
0,0.7846737504005432,0.0020000000949949026,0.8235887289047241,0.7846737504005432,0.9051018953323364,0.9127406477928162,0.35231927037239075,0.9127406477928162,0.9808031320571899
1,0.9165474772453308,0.0020000000949949026,0.3236805200576782,0.9165474772453308,0.9849843978881836,0.9274312257766724,0.28107044100761414,0.9274312257766724,0.9887250065803528
2,0.9276043772697449,0.0020000000949949026,0.27757227420806885,0.9276043772697449,0.9885387420654297,0.9330499768257141,0.2564332187175751,0.9330499768257141,0.9900187253952026
3,0.9322731494903564,0.0020000000949949026,0.2566651701927185,0.9322731494903564,0.98979252576828,0.9351562261581421,0.24427595734596252,0.9351562261581421,0.9907187223434448
4,0.9345656037330627,0.0020000000949949026,0.2461005449295044,0.9345656037330627,0.990398108959198,0.9349031448364258,0.24265941977500916,0.9349031448364258,0.9910374879837036
5,0.9359668493270874,0.0020000000949949026,0.2391687035560608,0.9359668493270874,0.9908244013786316,0.9373375177383423,0.23314042389392853,0.9373375177383423,0.9914031028747559
6,0.937278151512146,0.0020000000949949026,0.2327110916376114,0.937278151512146,0.991147518157959,0.9381155967712402,0.22875261306762695,0.9381155967712402,0.9915093779563904
7,0.9385287761688232,0.0020000000949949026,0.22809220850467682,0.9385287761688232,0.9913524985313416,0.9390468597412109,0.22500526905059814,0.9390468597412109,0.9916531443595886
8,0.9396781325340271,0.0020000000949949026,0.22254906594753265,0.9396781325340271,0.9917012453079224,0.9391656517982483,0.22446337342262268,0.9391656517982483,0.9916968941688538
9,0.9402881264686584,0.0020000000949949026,0.2194291651248932,0.9402881264686584,0.9918556213378906,0.9399874806404114,0.22142109274864197,0.9399874806404114,0.9918344020843506
10,0.9413237571716309,0.0020000000949949026,0.2156379073858261,0.9413237571716309,0.9920312762260437,0.9402156472206116,0.21952463686466217,0.9402156472206116,0.9919000267982483
11,0.9419400095939636,0.0020000000949949026,0.21242347359657288,0.9419400095939636,0.9921112656593323,0.9406218528747559,0.2174053192138672,0.9406218528747559,0.9919562339782715
12,0.9430075287818909,0.0020000000949949026,0.20847922563552856,0.9430075287818909,0.9923637509346008,0.9414874911308289,0.2148423045873642,0.9414874911308289,0.9920531511306763
13,0.9433237314224243,0.0020000000949949026,0.2062607854604721,0.9433237314224243,0.9925268888473511,0.9415405988693237,0.21385781466960907,0.9415405988693237,0.9920781254768372
14,0.9438862204551697,0.0020000000949949026,0.20383165776729584,0.9438862204551697,0.9926331043243408,0.9419843554496765,0.21254751086235046,0.9419843554496765,0.9921531081199646
15,0.9444000124931335,0.0020000000949949026,0.2015911191701889,0.9444000124931335,0.9927206039428711,0.9417687654495239,0.21276110410690308,0.9417687654495239,0.9921531081199646
16,0.9448012709617615,0.0020000000949949026,0.19957517087459564,0.9448012709617615,0.9928512573242188,0.941993772983551,0.211229607462883,0.941993772983551,0.9924562573432922
17,0.9455018639564514,0.0020000000949949026,0.19714148342609406,0.9455018639564514,0.9930187463760376,0.9421218633651733,0.21053999662399292,0.9421218633651733,0.992437481880188
18,0.945428729057312,0.0020000000949949026,0.196634903550148,0.945428729057312,0.9930825233459473,0.9423999786376953,0.2098192572593689,0.9423999786376953,0.992396891117096
19,0.945919394493103,0.0020000000949949026,0.19451670348644257,0.945919394493103,0.9931618571281433,0.9419999718666077,0.2092474102973938,0.9419999718666077,0.9924312233924866
20,0.946167528629303,0.0020000000949949026,0.19350233674049377,0.946167528629303,0.9932262301445007,0.9423593878746033,0.20987558364868164,0.9423593878746033,0.9923937320709229
21,0.9465274810791016,0.0020000000949949026,0.19198638200759888,0.9465274810791016,0.9932937622070312,0.9419749975204468,0.21003659069538116,0.9419749975204468,0.9923218488693237
22,0.9467781186103821,0.0020000000949949026,0.1913088858127594,0.9467781186103821,0.9933375120162964,0.9415343999862671,0.2125951647758484,0.9415343999862671,0.9923218488693237
23,0.9469356536865234,0.0020000000949949026,0.1900482475757599,0.9469356536865234,0.9934412240982056,0.9414562582969666,0.21294184029102325,0.9414562582969666,0.992256224155426
